time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.236771,-0.2679,1.7265,1.7535,2.475
2.245670,-0.8614,0.8472,0.7828,1.440
2.252584,-1.4344,0.0915,-0.2743,1.463
2.266553,-1.9172,0.0295,-1.1357,2.229
2.269639,-2.1517,0.5988,-1.8947,2.929
2.276402,-2.3119,1.4568,-2.5537,3.740
2.284444,-2.5684,2.5353,-3.4367,4.984
2.292884,-2.8856,3.9834,-4.2864,6.524
2.300349,-3.0716,5.3731,-2.9943,6.875
2.308450,-3.4655,5.6352,0.1568,6.617
2.316360,-3.4050,4.5680,2.3707,6.171
2.325200,-2.7304,3.6040,1.2098,4.681
2.332554,-2.0691,2.9133,-0.3013,3.586
2.341260,-1.7251,2.5127,-1.4028,3.355
2.349980,-1.2827,2.3404,-1.9105,3.282
2.361578,-1.2091,2.2800,-2.1878,3.383
2.364925,-1.1483,2.1678,-2.2777,3.347
2.372372,-0.8985,1.7567,-2.1756,2.937
2.381494,-1.1584,1.5458,-2.2798,2.988
2.389104,-0.8740,1.4217,-2.2950,2.838
2.396456,-0.7800,1.3256,-2.3983,2.849
2.404421,-0.5027,1.1787,-2.4467,2.762
2.412522,-0.0988,0.9414,-2.5020,2.675
2.420865,0.1624,0.7616,-2.6004,2.714
2.429022,0.1735,0.4515,-2.6433,2.687
2.436329,0.3055,-0.0653,-2.5158,2.535
2.448933,0.0646,-0.4803,-2.2858,2.337
2.452614,-0.1855,-0.8945,-2.0212,2.218
2.469610,-0.4049,-1.3390,-1.6218,2.142
2.471095,-0.4871,-1.7750,-1.1946,2.194
2.477369,-0.5651,-2.2806,-0.7684,2.472
2.484203,-0.7652,-2.6406,-0.3692,2.774
2.493064,-0.9233,-2.8538,0.1584,3.004
2.500363,-1.0911,-3.0145,0.5735,3.257
2.508844,-1.3097,-3.1518,0.8585,3.519
2.516372,-1.6283,-3.2986,0.9960,3.811
2.525215,-1.9316,-3.4061,1.0040,4.042
2.532989,-2.1236,-3.4684,0.9140,4.168
2.541190,-2.2083,-3.4724,0.7468,4.182
2.548595,-2.2029,-3.4539,0.6309,4.145
2.561585,-2.2678,-3.3813,0.5147,4.104
2.565132,-2.1348,-3.2954,0.3757,3.944
2.572186,-1.9751,-3.1391,0.2806,3.719
2.585145,-1.8066,-2.9419,0.1716,3.457
2.588329,-1.6596,-2.7399,0.0468,3.204
2.596111,-1.5161,-2.5385,-0.1100,2.959
2.604964,-1.4093,-2.3426,-0.2463,2.745
2.612319,-1.2526,-2.1160,-0.3569,2.485
2.620065,-1.0668,-1.9432,-0.4827,2.269
2.628322,-0.9016,-1.7572,-0.5666,2.055
2.636132,-0.6821,-1.4986,-0.6260,1.762
2.648159,-0.4296,-1.1942,-0.6891,1.444
2.652193,-0.2275,-0.8777,-0.7263,1.162
2.668548,-0.0217,-0.5752,-0.7502,0.946
2.670162,0.1706,-0.1908,-0.7053,0.750
2.676706,0.3576,0.1947,-0.6481,0.765
2.684981,0.6110,0.4975,-0.5281,0.949
2.692188,0.8950,0.7272,-0.3327,1.200
2.700434,1.0873,0.9678,-0.1072,1.460
2.708299,1.3362,1.2384,0.1116,1.825
2.716184,1.6050,1.5612,0.3182,2.262
2.724773,1.8886,1.9161,0.5142,2.739
2.732153,2.1051,2.3033,0.6592,3.189
2.741824,2.3418,2.6998,0.8491,3.673
2.749854,2.6551,3.0104,1.1047,4.163
2.761519,3.0113,3.2665,1.3486,4.643
2.764897,3.5997,2.9972,1.5632,4.938
2.772503,3.5960,3.1763,1.7632,5.112
2.784376,3.6640,3.2685,1.8930,5.262
2.788114,3.7053,3.3865,2.0311,5.415
2.796041,3.7906,3.5188,2.1595,5.605
2.804100,3.8962,3.5673,2.2920,5.758
2.812576,3.8090,3.7618,2.4204,5.875
2.819799,3.5234,3.8189,2.4788,5.757
2.828826,2.8568,3.6348,2.3532,5.187
2.836826,2.0470,3.2001,2.1281,4.354
2.845492,1.7156,2.2085,1.9184,3.391
2.852377,1.3531,1.2164,1.7394,2.517
2.867351,1.1601,0.4347,1.5357,1.973
2.868808,1.0803,-0.0354,1.1700,1.593
2.876015,1.0442,-0.3555,0.8316,1.381
2.884287,1.0820,-0.6522,0.5393,1.374
2.892123,1.0579,-0.9102,0.3559,1.440
2.900197,0.9709,-1.1217,0.2324,1.502
2.908169,0.6563,-1.2625,0.0592,1.424
2.916158,0.2145,-1.2052,-0.2373,1.247
2.924775,-0.1069,-0.8773,-0.6633,1.105
2.931984,-0.3044,-0.3390,-1.1299,1.218
2.939710,-0.1943,0.2389,-1.5886,1.618
2.948512,-0.2497,0.8138,-2.0277,2.199
2.956114,-0.5071,1.2363,-2.3821,2.731
2.964406,-1.1104,1.7230,-2.5309,3.257
2.972492,-1.6711,2.1103,-2.4025,3.608
2.989934,-2.2244,2.4327,-2.2068,3.967
2.991315,-2.6535,2.6197,-1.9470,4.206
2.995908,-2.9207,2.5137,-1.5929,4.170
3.003939,-3.2721,2.2919,-1.3943,4.231
3.012262,-3.6364,2.0350,-1.1869,4.333
3.020460,-4.1574,1.7347,-1.0879,4.634
3.028234,-4.6995,1.3818,-0.9555,4.991
3.035630,-5.3213,0.9547,-0.8056,5.466
3.047982,-5.8454,0.3625,-0.6664,5.894
3.052345,-6.1593,-0.3338,-0.6368,6.201
3.075385,-6.1610,-1.0367,-0.6977,6.286
3.076395,-5.8715,-1.6329,-0.8067,6.147
3.076879,-5.5129,-2.1319,-0.8921,5.978
3.083794,-5.1344,-2.5297,-0.9587,5.804
3.092024,-4.7785,-2.8671,-1.0069,5.663
3.100264,-4.4758,-3.1012,-1.0422,5.544
3.108597,-4.2552,-3.1816,-1.1005,5.426
3.115745,-4.0027,-3.2084,-1.1325,5.253
3.125208,-3.7236,-3.1714,-1.1148,5.017
3.131886,-3.3710,-3.0943,-1.0862,4.703
3.141049,-3.1496,-3.0336,-1.0098,4.488
3.147730,-2.8377,-2.9482,-0.9706,4.206
3.156330,-2.4360,-2.8518,-0.9017,3.857
3.163918,-2.0854,-2.7829,-0.8380,3.577
3.172275,-1.6926,-2.8013,-0.6975,3.346
3.180433,-1.2685,-2.7588,-0.6175,3.099
3.187769,-0.9675,-2.6174,-0.5285,2.840
3.199743,-0.5379,-2.4440,-0.1028,2.505
3.203487,-0.3538,-2.1953,0.4375,2.266
3.211573,-0.1011,-1.9139,1.2408,2.283
3.219765,0.0535,-1.5590,1.6310,2.257
3.227725,0.2389,-1.3286,2.4192,2.770
3.236225,0.4817,-1.2156,3.2144,3.470
3.245629,0.6238,-1.1051,3.6125,3.829
3.251500,0.8764,-0.8936,3.7675,3.970
3.273310,1.1124,-0.6745,3.8679,4.081
3.274059,1.2325,-0.4779,3.9515,4.167
3.281504,1.4573,-0.1907,4.0973,4.353
3.283444,1.8126,0.2440,4.2029,4.584
3.291498,2.4841,0.8322,4.4076,5.127
3.300561,3.1502,1.4474,4.5235,5.699
3.307884,3.4403,1.9201,4.5946,6.052
3.315472,3.0569,2.0719,4.5444,5.856
3.324794,2.4364,2.2126,4.2809,5.400
3.331507,1.5316,2.0398,4.0436,4.781
3.340043,0.8269,1.5500,3.9876,4.357
3.347579,0.2077,0.8311,3.9514,4.043
3.356215,-0.0770,0.5360,3.5075,3.549
3.363763,0.3564,0.6801,4.2776,4.346
3.371478,1.0581,0.2328,5.3028,5.412
3.386934,1.3388,0.2948,4.3004,4.514
3.388118,1.0177,0.8886,2.2432,2.619
3.395700,0.2554,1.5128,1.1604,1.924
3.403399,-0.1094,2.4474,0.2838,2.466
3.411314,-0.4004,3.8217,-0.6803,3.902
3.419325,-0.9100,5.4351,-1.5788,5.732
3.427364,-1.7628,6.5771,-2.1456,7.139
3.435355,-2.3418,7.0449,-2.1039,7.716
3.443518,-2.6316,7.4014,-2.1607,8.147
3.452283,-2.6697,7.4026,-2.1607,8.161
3.462266,-2.9548,7.5384,-2.1947,8.389
3.467918,-2.7104,7.1045,-2.3064,7.946
3.481415,-2.1214,6.1850,-2.7950,7.111
3.483128,-1.1195,4.8123,-3.5816,6.102
3.492486,-0.2032,3.7235,-4.6652,5.972
3.499405,0.1258,2.8912,-6.0548,6.711
3.507376,-0.6335,2.4481,-6.6654,7.129
3.515371,-1.5752,1.8913,-6.7354,7.171
3.523960,-2.2734,1.2756,-6.4357,6.944
3.531438,-2.6197,0.6986,-5.9725,6.559
3.539639,-2.5728,0.2141,-5.4408,6.022
3.548224,-2.2014,-0.2142,-4.7865,5.273
3.555960,-1.8618,-0.5685,-4.1206,4.557
3.572451,-1.6164,-0.7731,-3.4478,3.886
3.573551,-1.4838,-0.9615,-2.8373,3.343
3.579380,-1.4403,-1.2310,-2.2669,2.954
3.587340,-1.5656,-1.4820,-1.3298,2.533
3.595538,-1.4747,-1.8175,-0.3859,2.372
3.603265,-1.4540,-2.2487,0.3797,2.705
3.611397,-1.4565,-2.7705,1.1708,3.342
3.619089,-1.5509,-3.4419,1.7359,4.155
3.628275,-1.6703,-4.1316,1.8400,4.821
3.635856,-2.1390,-4.7310,1.5077,5.407
3.643901,-2.6895,-5.0937,0.9852,5.844
3.651386,-3.3758,-5.2735,0.5324,6.284
3.662404,-3.6084,-5.3128,0.3962,6.435
3.667460,-3.3982,-5.1552,0.2940,6.181
3.685246,-3.1822,-4.8898,0.2534,5.840
3.686141,-2.8155,-4.5559,0.3044,5.364
3.693698,-2.4446,-4.2577,0.3474,4.922
3.699051,-2.1425,-3.8546,0.3703,4.426
3.708650,-1.9417,-3.3519,0.3671,3.891
3.715109,-1.6823,-2.8354,0.3318,3.314
3.724971,-1.4236,-2.2813,0.2549,2.701
3.731149,-1.1154,-1.7086,0.1609,2.047
3.739537,-0.8417,-1.1312,0.0291,1.410
3.747307,-0.5233,-0.5469,-0.1012,0.764
3.755679,-0.2295,0.0085,-0.2347,0.328
3.764253,0.0662,0.4846,-0.3809,0.620
3.771748,0.2967,0.8741,-0.4957,1.048
3.786495,0.5002,1.1436,-0.6099,1.389
3.788216,0.6389,1.2568,-0.6957,1.572
3.795905,0.6714,1.2331,-0.7377,1.586
3.802856,0.6863,1.1061,-0.7677,1.511
3.811089,0.7265,0.9019,-0.7000,1.353
3.819071,0.8087,0.7618,-0.4768,1.209
3.826983,0.8564,0.7529,-0.1848,1.155
3.835375,0.9098,0.8060,0.0872,1.219
3.843061,1.0932,0.9785,0.2792,1.494
3.851832,1.3807,1.3183,0.4340,1.958
3.862943,1.7288,1.7823,0.5607,2.546
3.867636,2.0621,2.2503,0.6773,3.126
3.880896,2.3909,2.6681,0.8205,3.675
3.882838,2.6364,2.9757,0.9051,4.077
3.890874,2.8429,3.1401,1.0056,4.354
3.899060,3.0642,3.1789,1.0541,4.539
3.907409,3.2589,3.0754,1.1458,4.625
3.914916,3.9883,2.4511,1.2509,4.846
3.924209,3.4187,3.0977,1.6093,4.886
3.930988,3.8099,3.4112,1.9589,5.476
3.939498,4.1228,3.5593,2.2750,5.903
3.947054,4.3609,3.5089,2.4361,6.104
3.955654,4.2286,3.1134,2.4734,5.805
3.963653,3.6868,2.3337,2.4042,4.982
3.970863,2.8073,1.3959,2.2893,3.882
3.984959,1.8586,0.4987,2.2093,2.930
3.986745,1.0504,-0.1706,2.1396,2.390
3.994952,0.5485,-0.5920,2.0512,2.204
4.003013,0.2292,-0.7982,1.8228,2.003
4.011058,0.2222,-0.8792,1.5300,1.779
4.019554,0.4027,-0.8373,1.2309,1.542
4.028296,0.4047,-0.7204,0.8521,1.187
4.035505,0.1473,-0.6341,0.4209,0.775
4.043159,-0.1286,-0.6232,0.0059,0.636
4.051742,-0.4821,-0.6164,-0.3252,0.847
4.062168,-0.2962,-0.5041,-0.6949,0.908
4.067354,-0.2445,-0.2979,-1.0924,1.158
4.080874,-0.1525,-0.1020,-1.4586,1.470
4.082781,-0.1005,0.0950,-1.8482,1.853
4.091020,-0.0949,0.3502,-2.1628,2.193
4.098960,-0.1841,0.5462,-2.4424,2.509
4.108121,-0.3908,0.7411,-2.6612,2.790
4.115541,-0.7095,0.9092,-2.8326,3.058
4.124529,-1.1455,0.9322,-2.8859,3.242
4.130770,-1.4869,0.8416,-2.8356,3.311
4.139077,-2.0860,0.7187,-2.7265,3.507
4.146963,-2.6608,0.5085,-2.5564,3.725
4.155473,-3.1489,0.3437,-2.3213,3.927
4.163533,-3.5936,0.1529,-2.1234,4.177
4.171008,-3.9634,-0.0768,-1.9590,4.422
4.181206,-4.2586,-0.3164,-1.8100,4.638
4.187015,-4.5701,-0.5623,-1.7128,4.913
4.194835,-4.9775,-0.7867,-1.6490,5.302
4.202554,-5.3692,-1.0537,-1.5685,5.692
4.210801,-5.6672,-1.3534,-1.4543,6.005
4.218624,-5.7475,-1.6481,-1.3882,6.138
4.227327,-5.7167,-1.8774,-1.3973,6.177
4.235390,-5.4854,-2.0331,-1.4661,6.031
4.242841,-5.2373,-2.0965,-1.5276,5.844
4.251380,-4.9369,-2.0984,-1.5217,5.576
4.262628,-4.7529,-2.0851,-1.4696,5.394
4.267092,-4.6404,-1.9606,-1.3975,5.228
4.287861,-4.3056,-1.8681,-1.3606,4.887
4.289016,-3.9324,-1.7335,-1.3107,4.493
4.296741,-3.4692,-1.5587,-1.3200,4.026
4.298845,-2.9427,-1.3746,-1.2808,3.491
4.307590,-2.4303,-1.1472,-1.2033,2.945
4.314727,-1.9680,-0.9410,-1.1803,2.480
4.322571,-1.4725,-0.7627,-1.3508,2.139
4.331002,-0.8048,-0.5517,-1.4509,1.748
4.339702,-0.3179,-0.3977,-1.2632,1.362
