time,gFx,gFy,gFz,TgF
1.056643999,-0.3579,0.8477,0.2868,0.964
1.058389576,-0.3669,0.8480,0.2839,0.967
1.064137037,-0.3757,0.8487,0.2805,0.970
1.065207345,-0.3862,0.8499,0.2756,0.973
1.065794691,-0.3968,0.8519,0.2700,0.978
1.066345383,-0.4077,0.8539,0.2639,0.982
1.070403922,-0.4180,0.8563,0.2580,0.987
1.071093614,-0.4270,0.8582,0.2538,0.992
1.072042076,-0.4351,0.8595,0.2504,0.995
1.074134922,-0.4412,0.8619,0.2497,1.000
1.07636023,-0.4466,0.8639,0.2504,1.004
1.079004691,-0.4532,0.8653,0.2497,1.008
1.079774999,-0.4593,0.8663,0.2504,1.012
1.081431883,-0.4617,0.8666,0.2536,1.014
1.08426046,-0.4593,0.8683,0.2577,1.016
1.085631114,-0.4556,0.8695,0.2609,1.016
1.088342883,-0.4542,0.8705,0.2636,1.017
1.090082191,-0.4532,0.8707,0.2660,1.017
1.092046537,-0.4532,0.8700,0.2673,1.017
1.093945537,-0.4520,0.8688,0.2690,1.016
1.096240999,-0.4505,0.8673,0.2724,1.015
1.098187537,-0.4485,0.8666,0.2763,1.014
1.100307037,-0.4468,0.8658,0.2812,1.014
1.102374691,-0.4420,0.8661,0.2871,1.014
1.104437922,-0.4363,0.8666,0.2927,1.013
1.106734845,-0.4314,0.8666,0.2985,1.013
1.107563345,-0.4253,0.8663,0.3039,1.012
1.109848845,-0.4202,0.8648,0.3095,1.010
1.112048806,-0.4168,0.8626,0.3147,1.008
1.113709153,-0.4161,0.8600,0.3183,1.007
1.116352383,-0.4151,0.8560,0.3196,1.004
1.11794773,-0.4173,0.8529,0.3034,0.997
1.120423845,-0.4302,0.8499,0.2538,0.986
1.121530499,-0.4451,0.8436,0.1986,0.974
1.124566422,-0.4559,0.8328,0.1586,0.963
1.125751576,-0.4649,0.8189,0.1273,0.950
1.127808691,-0.4715,0.8035,0.1007,0.937
1.130387999,-0.4759,0.7884,0.0799,0.924
1.131967076,-0.4766,0.7752,0.0684,0.913
1.133818845,-0.4735,0.7644,0.0647,0.902
1.136352922,-0.4666,0.7566,0.0691,0.892
1.137403306,-0.4556,0.7520,0.0823,0.883
1.140456422,-0.4410,0.7488,0.1043,0.875
1.142311537,-0.4224,0.7468,0.1314,0.868
1.144265614,-0.4002,0.7454,0.1605,0.861
1.146931153,-0.3760,0.7454,0.1886,0.856
1.147559499,-0.3545,0.7461,0.2145,0.853
1.150441499,-0.3347,0.7464,0.2384,0.852
1.152560383,-0.3149,0.7468,0.2607,0.851
1.154523576,-0.2941,0.7471,0.2797,0.850
1.156440845,-0.2744,0.7483,0.2981,0.851
1.158268153,-0.2563,0.7500,0.3174,0.854
1.163625806,-0.2404,0.7525,0.3386,0.859
1.164692537,-0.2260,0.7539,0.3616,0.866
1.165239345,-0.2108,0.7542,0.3855,0.873
1.165824768,-0.1962,0.7544,0.4090,0.880
1.16840146,-0.1835,0.7552,0.4310,0.889
1.170047614,-0.1722,0.7573,0.4512,0.898
1.172199576,-0.1634,0.7617,0.4705,0.910
1.173852883,-0.1566,0.7671,0.4881,0.923
1.176270691,-0.1505,0.7725,0.5025,0.934
1.181497537,-0.1466,0.7781,0.5162,0.945
1.182452537,-0.1466,0.7818,0.5301,0.956
1.183098537,-0.1500,0.7832,0.5421,0.964
1.183623114,-0.1568,0.7842,0.5529,0.972
1.185759114,-0.1664,0.7837,0.5612,0.978
1.187817037,-0.1788,0.7815,0.5653,0.981
1.189719576,-0.1942,0.7781,0.5663,0.982
1.192350653,-0.2116,0.7747,0.5646,0.982
1.194035383,-0.2294,0.7732,0.5621,0.983
1.195799268,-0.2502,0.7713,0.5573,0.984
1.198464383,-0.2746,0.7681,0.5502,0.984
1.200182883,-0.3012,0.7642,0.5424,0.984
1.201984422,-0.3274,0.7581,0.5360,0.984
1.203902345,-0.3503,0.7510,0.5279,0.983
1.206461306,-0.3701,0.7461,0.5187,0.981
1.208331999,-0.3909,0.7424,0.5084,0.981
1.21030596,-0.4121,0.7383,0.4962,0.980
1.212455653,-0.4305,0.7329,0.4832,0.978
1.213401806,-0.4459,0.7283,0.4698,0.975
1.216511806,-0.4600,0.7241,0.4564,0.972
1.217711614,-0.4752,0.7202,0.4441,0.970
1.220354614,-0.4925,0.7178,0.4307,0.971
1.22148796,-0.5089,0.7178,0.4151,0.973
1.223733345,-0.5199,0.7224,0.3975,0.975
1.226115806,-0.5275,0.7288,0.3794,0.976
1.227951537,-0.5353,0.7344,0.3645,0.979
1.23003696,-0.5441,0.7385,0.3547,0.984
1.231768999,-0.5512,0.7420,0.3481,0.988
1.233760229,-0.5558,0.7471,0.3430,0.992
1.236300576,-0.5568,0.7547,0.3389,0.997
1.237593229,-0.5556,0.7622,0.3347,1.001
1.240450883,-0.5529,0.7681,0.3293,1.002
1.241627653,-0.5470,0.7749,0.3240,1.002
1.243885537,-0.5389,0.7818,0.3156,1.001
1.245827768,-0.5299,0.7876,0.3042,0.997
1.248653537,-0.5209,0.7928,0.2917,0.992
1.249626653,-0.5118,0.7962,0.2797,0.987
1.251756537,-0.5030,0.7991,0.2697,0.982
1.253691191,-0.4950,0.8021,0.2607,0.978
1.25576846,-0.4859,0.8038,0.2524,0.973
1.257596537,-0.4786,0.8047,0.2465,0.968
1.260217729,-0.4725,0.8052,0.2419,0.964
1.266704999,-0.4678,0.8057,0.2387,0.962
1.267602229,-0.4630,0.8050,0.2362,0.958
1.268088806,-0.4576,0.8043,0.2343,0.955
1.268626114,-0.4527,0.8043,0.2331,0.952
1.270067537,-0.4495,0.8050,0.2318,0.951
1.272186729,-0.4434,0.8082,0.2301,0.950
1.27444846,-0.4415,0.8087,0.2301,0.950
1.276578229,-0.4429,0.8079,0.2294,0.949
1.280207883,-0.4446,0.8072,0.2282,0.949
1.281133614,-0.4463,0.8047,0.2289,0.948
1.281693268,-0.4488,0.8008,0.2328,0.947
1.284270306,-0.4532,0.7959,0.2394,0.947
1.285625191,-0.4586,0.7913,0.2467,0.947
1.287769499,-0.4659,0.7869,0.2548,0.949
1.289829768,-0.4744,0.7828,0.2626,0.952
1.291676345,-0.4837,0.7779,0.2702,0.955
1.294081883,-0.4935,0.7730,0.2770,0.958
1.295682576,-0.5020,0.7693,0.2817,0.961
1.297650768,-0.5104,0.7664,0.2846,0.964
1.300333845,-0.5211,0.7632,0.2875,0.968
1.30242446,-0.5343,0.7586,0.2907,0.972
1.30442696,-0.5485,0.7554,0.2932,0.978
1.305597691,-0.5621,0.7549,0.2956,0.987
1.308387999,-0.5768,0.7549,0.2983,0.996
1.311318422,-0.5910,0.7552,0.3015,1.005
1.312227806,-0.6066,0.7547,0.3042,1.015
1.313951576,-0.6225,0.7542,0.3071,1.025
1.316495806,-0.6384,0.7534,0.3110,1.035
1.318331152,-0.6555,0.7522,0.3156,1.046
1.320405999,-0.6716,0.7512,0.3196,1.057
1.321539691,-0.6850,0.7503,0.3218,1.066
1.324538729,-0.6965,0.7486,0.3230,1.072
1.32648196,-0.7070,0.7468,0.3249,1.079
1.328427229,-0.7161,0.7439,0.3271,1.083
1.330320268,-0.7212,0.7402,0.3291,1.085
1.332049229,-0.7239,0.7366,0.3301,1.084
1.333660037,-0.7253,0.7317,0.3298,1.082
1.336595345,-0.7261,0.7268,0.3291,1.079
1.338543883,-0.7258,0.7219,0.3274,1.075
1.340383422,-0.7227,0.7168,0.3261,1.069
1.341626537,-0.7173,0.7114,0.3244,1.061
1.343740537,-0.7112,0.7058,0.3218,1.052
1.345636345,-0.7036,0.6992,0.3210,1.043
1.348612806,-0.6946,0.6926,0.3208,1.032
1.349878999,-0.6853,0.6865,0.3218,1.022
1.35217696,-0.6755,0.6806,0.3230,1.012
1.353544229,-0.6655,0.6753,0.3247,1.002
1.356531537,-0.6552,0.6709,0.3254,0.993
1.35757846,-0.6445,0.6677,0.3266,0.984
1.359916076,-0.6354,0.6655,0.3293,0.977
1.366520037,-0.6274,0.6640,0.3320,0.972
1.36736996,-0.6196,0.6630,0.3342,0.967
1.367798191,-0.6113,0.6635,0.3359,0.963
1.36816896,-0.6032,0.6643,0.3374,0.959
1.369987499,-0.5976,0.6635,0.3391,0.955
1.371850422,-0.5910,0.6635,0.3413,0.952
1.374429845,-0.5839,0.6648,0.3445,0.949
1.376721652,-0.5780,0.6662,0.3469,0.948
1.380240691,-0.5736,0.6667,0.3486,0.946
1.381240845,-0.5695,0.6674,0.3508,0.945
1.381864152,-0.5661,0.6672,0.3535,0.944
1.384238729,-0.5624,0.6655,0.3550,0.941
1.386252499,-0.5587,0.6640,0.3560,0.938
1.387469345,-0.5568,0.6628,0.3577,0.937
1.390155575,-0.5568,0.6611,0.3589,0.936
1.392173306,-0.5575,0.6608,0.3589,0.936
1.394455383,-0.5599,0.6618,0.3599,0.939
1.39558196,-0.5641,0.6633,0.3621,0.943
1.397786075,-0.5675,0.6648,0.3647,0.947
1.40042046,-0.5690,0.6662,0.3669,0.950
1.402296614,-0.5714,0.6692,0.3684,0.954
1.404317883,-0.5741,0.6733,0.3701,0.959
1.406249575,-0.5763,0.6779,0.3721,0.964
1.408501037,-0.5795,0.6806,0.3745,0.969
1.411043152,-0.5817,0.6814,0.3765,0.972
1.412029768,-0.5797,0.6826,0.3757,0.971
1.414273345,-0.5741,0.6843,0.3748,0.969
1.416589037,-0.5685,0.6845,0.3731,0.965
1.418312768,-0.5661,0.6833,0.3716,0.962
1.42029346,-0.5648,0.6819,0.3704,0.960
1.421431422,-0.5648,0.6819,0.3684,0.959
1.424464729,-0.5651,0.6816,0.3645,0.957
1.425756768,-0.5656,0.6811,0.3599,0.956
1.428050922,-0.5692,0.6816,0.3555,0.957
1.430736037,-0.5751,0.6821,0.3530,0.959
1.432743768,-0.5807,0.6814,0.3506,0.961
1.433511652,-0.5878,0.6804,0.3506,0.965
1.436293191,-0.5951,0.6797,0.3518,0.969
1.438455191,-0.6007,0.6789,0.3540,0.973
1.440543037,-0.6056,0.6782,0.3547,0.976
1.442299845,-0.6108,0.6777,0.3586,0.980
1.444196575,-0.6157,0.6758,0.3650,0.984
1.445619422,-0.6176,0.6736,0.3711,0.986
1.44867196,-0.6183,0.6721,0.3770,0.988
1.450520883,-0.6191,0.6714,0.3823,0.990
1.452512806,-0.6176,0.6723,0.3865,0.991
1.453531806,-0.6142,0.6738,0.3899,0.992
1.456476537,-0.6098,0.6740,0.3919,0.990
1.458374229,-0.6007,0.6731,0.3855,0.981
1.464353152,-0.5846,0.6682,0.3623,0.959
1.465346845,-0.5778,0.6594,0.3491,0.944
1.465925152,-0.5827,0.6491,0.3454,0.938
1.466451922,-0.5915,0.6403,0.3445,0.937
1.468500845,-0.5978,0.6325,0.3433,0.936
1.469930229,-0.6017,0.6259,0.3442,0.934
1.47209446,-0.6034,0.6200,0.3454,0.932
1.474606806,-0.6054,0.6147,0.3489,0.931
1.476567652,-0.6076,0.6122,0.3520,0.932
1.479333768,-0.6091,0.6113,0.3538,0.933
1.479825922,-0.6103,0.6091,0.3562,0.933
1.482253345,-0.6125,0.6049,0.3601,0.933
1.484281614,-0.6152,0.6005,0.3640,0.934
1.485526922,-0.6181,0.5956,0.3674,0.934
1.488281152,-0.6203,0.5893,0.3711,0.933
1.490326075,-0.6230,0.5839,0.3750,0.933
1.492257883,-0.6252,0.5802,0.3789,0.933
1.495040537,-0.6276,0.5790,0.3833,0.936
1.495917114,-0.6306,0.5793,0.3884,0.940
1.498222998,-0.6352,0.5793,0.3938,0.946
1.500224268,-0.6411,0.5795,0.3987,0.952
1.501560998,-0.6469,0.5797,0.4031,0.958
1.503497037,-0.6521,0.5797,0.4090,0.964
1.505686422,-0.6567,0.5793,0.4151,0.969
1.50842146,-0.6596,0.5795,0.4214,0.974
1.510500191,-0.6626,0.5790,0.4266,0.978
1.512404114,-0.6655,0.5783,0.4324,0.982
1.514240383,-0.6682,0.5790,0.4385,0.987
1.516390268,-0.6701,0.5810,0.4437,0.992
1.518331614,-0.6726,0.5827,0.4490,0.997
1.520514614,-0.6755,0.5846,0.4534,1.002
1.521499229,-0.6789,0.5873,0.4569,1.007
1.524433422,-0.6838,0.5893,0.4600,1.013
1.526504152,-0.6904,0.5910,0.4613,1.019
1.529281229,-0.6960,0.5939,0.4625,1.025
1.530203498,-0.7016,0.5956,0.4625,1.030
1.532436998,-0.7058,0.5956,0.4610,1.032
1.534377268,-0.7095,0.5959,0.4598,1.034
1.536264345,-0.7129,0.5964,0.4569,1.036
1.53839546,-0.7170,0.5961,0.4527,1.037
1.540731306,-0.7212,0.5946,0.4485,1.037
1.541570575,-0.7239,0.5934,0.4461,1.037
1.543829075,-0.7268,0.5927,0.4434,1.037
1.545608345,-0.7305,0.5924,0.4388,1.038
1.548623652,-0.7339,0.5905,0.4349,1.037
1.549640229,-0.7354,0.5868,0.4322,1.035
1.552370191,-0.7349,0.5836,0.4295,1.032
1.554508037,-0.7334,0.5793,0.4280,1.028
1.555880498,-0.7322,0.5741,0.4285,1.024
1.558872037,-0.7310,0.5697,0.4285,1.021
1.565604652,-0.7295,0.5653,0.4292,1.018
1.566421614,-0.7268,0.5612,0.4322,1.015
1.566839806,-0.7217,0.5570,0.4341,1.010
1.567237845,-0.7166,0.5534,0.4358,1.005
1.568221998,-0.7131,0.5487,0.4373,1.000
1.569750691,-0.7097,0.5426,0.4383,0.995
1.572363575,-0.7056,0.5377,0.4388,0.990
1.573697845,-0.7012,0.5333,0.4395,0.984
1.576619652,-0.6985,0.5289,0.4400,0.980
1.580330652,-0.6960,0.5248,0.4395,0.976
1.581003383,-0.6916,0.5218,0.4380,0.971
1.581789729,-0.6870,0.5177,0.4371,0.965
1.584346921,-0.6814,0.5145,0.4366,0.959
1.586339575,-0.6736,0.5128,0.4361,0.952
1.588398998,-0.6648,0.5121,0.4368,0.946
1.59016396,-0.6589,0.5128,0.4380,0.943
1.592314114,-0.6521,0.5148,0.4371,0.939
1.59396696,-0.6413,0.5187,0.4378,0.934
1.596255037,-0.6376,0.5209,0.4393,0.933
1.598275114,-0.6342,0.5245,0.4390,0.933
1.600253268,-0.6318,0.5292,0.4376,0.933
1.602182268,-0.6310,0.5326,0.4354,0.933
1.604254191,-0.6323,0.5343,0.4332,0.934
1.606266306,-0.6325,0.5375,0.4300,0.935
1.608151114,-0.6293,0.5409,0.4231,0.931
1.610270383,-0.6237,0.5433,0.4151,0.925
1.612258191,-0.6225,0.5433,0.4126,0.924
1.61411146,-0.6242,0.5411,0.4173,0.926
1.616215114,-0.6249,0.5385,0.4246,0.928
1.618422075,-0.6244,0.5355,0.4297,0.928
1.620434729,-0.6257,0.5336,0.4317,0.929
1.621578921,-0.6252,0.5323,0.4346,0.929
1.624509614,-0.6235,0.5297,0.4398,0.929
1.625653421,-0.6227,0.5260,0.4444,0.928
1.62829096,-0.6235,0.5228,0.4463,0.928
1.630326306,-0.6242,0.5209,0.4481,0.928
1.63229296,-0.6232,0.5196,0.4522,0.929
1.633648768,-0.6240,0.5174,0.4576,0.931
1.635651729,-0.6286,0.5157,0.4634,0.936
1.637758614,-0.6306,0.5162,0.4708,0.941
1.639774883,-0.6284,0.5192,0.4784,0.945
1.642094268,-0.6225,0.5248,0.4857,0.948
1.644382691,-0.6179,0.5304,0.4915,0.951
1.645444383,-0.6171,0.5350,0.4959,0.956
1.647767345,-0.6154,0.5389,0.4994,0.958
1.649925921,-0.6103,0.5436,0.5035,0.960
1.65245246,-0.6020,0.5497,0.5099,0.962
1.653903114,-0.5968,0.5536,0.5179,0.965
1.656383229,-0.5983,0.5526,0.5248,0.969
1.658385421,-0.6017,0.5504,0.5309,0.973
1.660472383,-0.6034,0.5458,0.5370,0.975
1.66176846,-0.6066,0.5363,0.5436,0.975
1.665041806,-0.6117,0.5248,0.5507,0.976
1.665811229,-0.6154,0.5152,0.5563,0.977
1.669135306,-0.6120,0.5096,0.5590,0.973
1.669806998,-0.6005,0.5052,0.5597,0.964
1.672494306,-0.5951,0.4989,0.5641,0.960
1.674574306,-0.5966,0.4923,0.5697,0.961
1.676414998,-0.5954,0.4859,0.5751,0.960
1.682167037,-0.5998,0.4791,0.5824,0.964
1.683090383,-0.6020,0.4752,0.5883,0.967
1.683560575,-0.5895,0.4747,0.5893,0.959
1.684095806,-0.5844,0.4710,0.5927,0.956
1.687280075,-0.5863,0.4656,0.5990,0.959
1.687871729,-0.5890,0.4600,0.6032,0.960
1.690092421,-0.5924,0.4578,0.6020,0.961
1.692394806,-0.5910,0.4586,0.5978,0.958
1.700880191,-0.5934,0.4613,0.5937,0.958
1.701969575,-0.5893,0.4659,0.5893,0.955
1.702512691,-0.5861,0.4705,0.5851,0.953
1.703091883,-0.5888,0.4735,0.5817,0.954
1.703596844,-0.5961,0.4776,0.5783,0.958
1.704190344,-0.5971,0.4840,0.5744,0.959
1.706177652,-0.6010,0.4923,0.5709,0.964
1.708289037,-0.6115,0.5003,0.5656,0.972
1.710253306,-0.6164,0.5116,0.5582,0.976
1.712343614,-0.6230,0.5233,0.5490,0.981
1.713452768,-0.6313,0.5350,0.5375,0.987
1.716343037,-0.6367,0.5485,0.5257,0.991
1.718215537,-0.6152,0.5641,0.5170,0.982
1.720176498,-0.6042,0.5775,0.5140,0.981
1.722145498,-0.6076,0.5876,0.5130,0.989
1.724205729,-0.6086,0.5981,0.5099,0.994
1.726197729,-0.6061,0.6098,0.5045,0.997
1.728258229,-0.6003,0.6213,0.4977,0.997
1.72954746,-0.5912,0.6328,0.4893,0.995
1.732406152,-0.5834,0.6430,0.4815,0.993
1.733684729,-0.5739,0.6511,0.4771,0.990
1.735706037,-0.5673,0.6574,0.4754,0.990
1.73778746,-0.5585,0.6640,0.4754,0.989
1.739788806,-0.5492,0.6718,0.4752,0.989
1.741535421,-0.5367,0.6804,0.4742,0.988
1.743776806,-0.5235,0.6875,0.4742,0.986
1.745465152,-0.5157,0.6914,0.4757,0.985
1.747654344,-0.5001,0.6936,0.4784,0.980
1.749408768,-0.4950,0.6919,0.4832,0.978
1.751802575,-0.4933,0.6899,0.4876,0.978
1.754294537,-0.4852,0.6885,0.4903,0.975
1.756280575,-0.4854,0.6853,0.4898,0.972
1.758248075,-0.4913,0.6811,0.4871,0.971
1.763998729,-0.4967,0.6823,0.4849,0.973
1.764953268,-0.5135,0.6919,0.4852,0.989
1.765418229,-0.5353,0.7056,0.4847,1.010
1.765832498,-0.5582,0.7139,0.4869,1.029
1.768585844,-0.5775,0.7168,0.4933,1.044
1.770713844,-0.5895,0.7178,0.5016,1.056
1.772016268,-0.6020,0.7104,0.5108,1.062
1.773562191,-0.6049,0.6848,0.5211,1.052
1.775938498,-0.6010,0.6332,0.5326,1.023
1.777446152,-0.6174,0.5719,0.5414,1.001
1.779668344,-0.6433,0.5297,0.5485,0.998
1.78185746,-0.6696,0.5130,0.5568,1.011
1.784144344,-0.6929,0.5113,0.5646,1.030
1.785283844,-0.7109,0.5162,0.5697,1.047
1.787731421,-0.7217,0.5231,0.5717,1.059
1.789604383,-0.7244,0.5301,0.5714,1.064
1.791972268,-0.7324,0.5402,0.5692,1.073
1.794404306,-0.7346,0.5534,0.5621,1.078
1.795612344,-0.7385,0.5668,0.5497,1.081
1.797438383,-0.7468,0.5814,0.5355,1.087
1.799581306,-0.7488,0.5961,0.5233,1.091
1.801404844,-0.7481,0.6083,0.5162,1.094
1.803788498,-0.7478,0.6181,0.5138,1.098
1.805609883,-0.7478,0.6262,0.5133,1.102
1.807409806,-0.7393,0.6328,0.5123,1.100
1.81006896,-0.7266,0.6359,0.5089,1.091
1.811726191,-0.7263,0.6362,0.5060,1.090
1.813531729,-0.7278,0.6345,0.5025,1.088
1.815622498,-0.7283,0.6308,0.4972,1.084
1.817449767,-0.7312,0.6249,0.4889,1.079
1.820179344,-0.7337,0.6166,0.4779,1.071
1.822076152,-0.7378,0.6078,0.4656,1.063
1.824136114,-0.7437,0.6000,0.4544,1.058
1.826041383,-0.7478,0.5934,0.4446,1.053
1.827819691,-0.7478,0.5888,0.4358,1.047
1.82999946,-0.7473,0.5854,0.4278,1.041
1.832272883,-0.7400,0.5878,0.4205,1.034
1.833715537,-0.7224,0.5939,0.4143,1.023
1.836392883,-0.7014,0.5983,0.4114,1.010
1.837718383,-0.6968,0.6005,0.4131,1.008
1.840182614,-0.6936,0.6059,0.4143,1.010
1.841656267,-0.6865,0.6130,0.4107,1.008
1.845932767,-0.6811,0.6205,0.4014,1.005
1.846664844,-0.6772,0.6266,0.3897,1.002
1.848365498,-0.6758,0.6296,0.3799,0.999
1.850071729,-0.6819,0.6293,0.3738,1.000
1.852333883,-0.6897,0.6274,0.3669,1.002
1.854287152,-0.6889,0.6306,0.3574,1.000
1.855576575,-0.6894,0.6359,0.3454,1.000
1.858255883,-0.6943,0.6423,0.3342,1.003
1.861173498,-0.6821,0.6521,0.3242,0.998
1.862041152,-0.6672,0.6608,0.3210,0.992
1.864315998,-0.6565,0.6655,0.3274,0.990
1.866379998,-0.6525,0.6672,0.3408,0.994
1.868285152,-0.6696,0.6674,0.3584,1.011
1.869506537,-0.6696,0.6740,0.3748,1.021
1.872440575,-0.6572,0.6811,0.3928,1.025
1.874444883,-0.6696,0.6797,0.4143,1.040
1.876326767,-0.6777,0.6767,0.4339,1.051
1.883023537,-0.6694,0.6733,0.4468,1.049
1.883830537,-0.6674,0.6645,0.4507,1.044
1.884209229,-0.6667,0.6555,0.4451,1.036
1.884558652,-0.6591,0.6496,0.4356,1.023
1.885657344,-0.6462,0.6462,0.4236,1.007
1.88783246,-0.6494,0.6435,0.4092,1.002
1.890477921,-0.6645,0.6433,0.3950,1.006
1.892321152,-0.6662,0.6472,0.3892,1.007
1.895925306,-0.6442,0.6530,0.4009,1.001
1.896837191,-0.6286,0.6545,0.4222,1.001
1.897484691,-0.6406,0.6530,0.4329,1.012
1.900281152,-0.6633,0.6562,0.4229,1.024
1.901819152,-0.6845,0.6623,0.4085,1.036
1.904205806,-0.6889,0.6699,0.3972,1.040
1.905402498,-0.6877,0.6738,0.3894,1.039
1.908360344,-0.6943,0.6738,0.3843,1.041
1.910553344,-0.6985,0.6740,0.3797,1.042
1.911969883,-0.7021,0.6670,0.3762,1.039
1.913575383,-0.7136,0.6572,0.3760,1.040
1.916602729,-0.7317,0.6464,0.3735,1.045
1.917502575,-0.7473,0.6352,0.3687,1.048
1.920332767,-0.7556,0.6235,0.3660,1.046
1.921706614,-0.7659,0.6093,0.3655,1.045
1.924231806,-0.7786,0.5949,0.3679,1.047
1.925745537,-0.7779,0.5844,0.3716,1.041
1.928714614,-0.7671,0.5722,0.3782,1.029
1.929572114,-0.7635,0.5546,0.3897,1.021
1.932307998,-0.7644,0.5336,0.4048,1.016
1.933568844,-0.7630,0.5096,0.4224,1.010
1.936330383,-0.7537,0.4825,0.4395,0.997
1.937514229,-0.7451,0.4493,0.4586,0.984
1.940267421,-0.7649,0.4104,0.4793,0.992
1.942178767,-0.8174,0.3777,0.4937,1.027
1.944439229,-0.8534,0.3608,0.4933,1.050
1.945856652,-0.8597,0.3550,0.4774,1.045
1.94843796,-0.8700,0.3564,0.4537,1.044
1.950319998,-0.8734,0.3667,0.4292,1.040
1.952322921,-0.8556,0.3833,0.4097,1.023
1.95419046,-0.8162,0.4019,0.3970,0.993
1.956507306,-0.7859,0.4185,0.3921,0.973
1.958402421,-0.7701,0.4332,0.3938,0.967
1.961404114,-0.7481,0.4503,0.3968,0.959
1.962270844,-0.7163,0.4710,0.3965,0.945
1.964316152,-0.6823,0.4908,0.3950,0.929
1.965551306,-0.6726,0.5050,0.3965,0.930
1.968510652,-0.6831,0.5157,0.3987,0.944
1.970299114,-0.6865,0.5284,0.3982,0.953
1.972315614,-0.6740,0.5414,0.3965,0.951
1.973733652,-0.6569,0.5529,0.3955,0.945
1.976358921,-0.6408,0.5639,0.3965,0.941
1.982711383,-0.6357,0.5717,0.4004,0.944
1.983547421,-0.6398,0.5768,0.4041,0.952
1.983961652,-0.6425,0.5814,0.4043,0.956
1.984369075,-0.6437,0.5876,0.4053,0.961
1.985905229,-0.6445,0.5942,0.4102,0.968
1.987958844,-0.6445,0.6005,0.4163,0.974
1.989480883,-0.6452,0.6056,0.4226,0.981
1.99240746,-0.6452,0.6095,0.4300,0.986
1.996803344,-0.6423,0.6125,0.4361,0.989
1.99749546,-0.6374,0.6142,0.4400,0.988
1.997856652,-0.6274,0.6154,0.4424,0.984
2.000028267,-0.6154,0.6161,0.4427,0.977
2.002084344,-0.6076,0.6152,0.4407,0.970
2.003823114,-0.6037,0.6108,0.4378,0.964
2.005559037,-0.6044,0.6039,0.4351,0.959
2.007443806,-0.6125,0.5964,0.4317,0.958
2.010251229,-0.6235,0.5885,0.4275,0.958
2.011497652,-0.6347,0.5812,0.4219,0.958
2.013457498,-0.6496,0.5746,0.4165,0.962
2.01566496,-0.6623,0.5702,0.4129,0.967
2.017757613,-0.6699,0.5665,0.4119,0.969
2.019590498,-0.6755,0.5619,0.4117,0.970
2.021583998,-0.6789,0.5575,0.4112,0.970
2.023750421,-0.6767,0.5531,0.4092,0.965
2.025542921,-0.6684,0.5504,0.4073,0.957
2.027730113,-0.6584,0.5499,0.4073,0.950
2.02936169,-0.6484,0.5509,0.4077,0.943
2.03147996,-0.6401,0.5570,0.4102,0.942
2.033488921,-0.6306,0.5653,0.4136,0.942
2.035397075,-0.6176,0.5746,0.4153,0.940
2.03746496,-0.6157,0.5827,0.4173,0.945
2.039611883,-0.6306,0.5851,0.4190,0.957
2.041641844,-0.6530,0.5841,0.4212,0.972
2.04382019,-0.6679,0.5841,0.4222,0.983
2.046403575,-0.6819,0.5849,0.4214,0.992
2.048227113,-0.7009,0.5856,0.4190,1.005
2.050246383,-0.7170,0.5863,0.4153,1.015
2.052286344,-0.7293,0.5873,0.4112,1.023
2.054321537,-0.7476,0.5817,0.4077,1.031
2.056393883,-0.7786,0.5712,0.4048,1.047
2.058353037,-0.7894,0.5695,0.4097,1.056
2.060656037,-0.7657,0.5793,0.4158,1.046
2.061498306,-0.7376,0.5920,0.4161,1.033
2.064626537,-0.7185,0.6039,0.4131,1.025
2.066192229,-0.7048,0.6166,0.4109,1.023
2.068494844,-0.6951,0.6281,0.4087,1.022
2.070668383,-0.6875,0.6393,0.4060,1.023
2.072527498,-0.6841,0.6494,0.4016,1.025
2.074946767,-0.6845,0.6606,0.3902,1.028
2.076247498,-0.6841,0.6667,0.3782,1.027
2.081862883,-0.6860,0.6731,0.3616,1.027
2.082599883,-0.6931,0.6775,0.3420,1.028
2.083040998,-0.7012,0.6787,0.3240,1.028
2.084190537,-0.7114,0.6779,0.3064,1.029
2.086010729,-0.7236,0.6760,0.2868,1.031
2.088039344,-0.7359,0.6748,0.2668,1.033
2.090628267,-0.7476,0.6733,0.2507,1.037
2.092422229,-0.7591,0.6721,0.2367,1.041
2.100835921,-0.7723,0.6706,0.2253,1.047
2.101883613,-0.7828,0.6682,0.2172,1.052
2.102394344,-0.7798,0.6699,0.2111,1.049
2.103076498,-0.7610,0.6755,0.2003,1.037
2.103592613,-0.7380,0.6816,0.1842,1.021
2.104077075,-0.7173,0.6894,0.1678,1.009
2.105695344,-0.7043,0.6990,0.1522,1.004
2.10837746,-0.6968,0.7063,0.1380,1.002
2.110628075,-0.6877,0.7104,0.1258,0.997
2.111571306,-0.6799,0.7129,0.1148,0.992
2.113665844,-0.6758,0.7144,0.1063,0.989
2.11603019,-0.6736,0.7144,0.0982,0.987
2.117620267,-0.6699,0.7146,0.0911,0.984
2.120244152,-0.6660,0.7151,0.0877,0.981
2.122081306,-0.6628,0.7144,0.0882,0.978
2.124296575,-0.6626,0.7124,0.0916,0.977
2.125742767,-0.6655,0.7085,0.0977,0.977
2.128367729,-0.6723,0.7031,0.1041,0.978
