t_Android;t_unix;x;y;z;a
533159402080254;1702815869612;-0.5714917;-0.39801502;-1.4470961;3
533159410106286;1702815869612;-0.5714917;-0.39801502;-1.4470961;3
533159418101800;1702815869612;-0.5714917;-0.39801502;-1.4470961;3
533159426066798;1702815869612;-0.5714917;-0.39801502;-1.4470961;3
533159434062313;1702815869612;-0.5714917;-0.39801502;-1.4470961;3
533159442057827;1702815869612;-0.5714917;-0.39801502;-1.4470961;3
533159450053342;1702815869612;-0.5714917;-0.39801502;-1.4470961;3
533159458048856;1702815869612;-0.5714917;-0.39801502;-1.4470961;3
533159466044370;1702815869637;-0.5714917;-0.39801502;-1.4470961;3
533159474039886;1702815869637;-0.5714917;-0.39801502;-1.4470961;3
533159482035400;1702815869637;-0.5714917;-0.39801502;-1.4470961;3
533159490030915;1702815869643;-0.5714917;-0.39801502;-1.4470961;3
533159498026429;1702815869658;-0.5714917;-0.39801502;-1.4470961;3
533159506021944;1702815869659;-0.5714917;-0.39801502;-1.4470961;3
533159514017458;1702815869669;-0.5714917;-0.39801502;-1.4470961;3
533159522012974;1702815869675;-0.5714917;-0.39801502;-1.4470961;3
533159530008488;1702815869684;-0.5714917;-0.39801502;-1.4470961;3
533159538004003;1702815869691;-0.5714917;-0.39801502;-1.4470961;3
533159545999517;1702815869699;-0.5714917;-0.39801502;-1.4470961;3
533159553995032;1702815869708;-0.5714917;-0.39801502;-1.4470961;3
533159561990547;1702815869722;-0.5714917;-0.39801502;-1.4470961;3
533159569986062;1702815869724;-0.5714917;-0.39801502;-1.4470961;3
533159577981576;1702815869731;-0.5714917;-0.39801502;-1.4470961;3
533159585977090;1702815869739;-0.5714917;-0.39801502;-1.4470961;3
533159593972605;1702815869747;-0.5714917;-0.39801502;-1.4470961;3
533159601968119;1702815869755;-0.5714917;-0.39801502;-1.4470961;3
533159609963635;1702815869764;-0.5714917;-0.39801502;-1.4470961;3
533159617959149;1702815869771;-0.5714917;-0.39801502;-1.4470961;3
533159625954664;1702815869784;-0.5714917;-0.39801502;-1.4470961;3
533159633950178;1702815869787;-0.5714917;-0.39801502;-1.4470961;3
533159641945693;1702815869797;-0.5714917;-0.39801502;-1.4470961;3
533159649941208;1702815869803;-0.5714917;-0.39801502;-1.4470961;3
533159657936723;1702815869811;-0.5714917;-0.39801502;-1.4470961;3
533159665932237;1702815869819;-0.5714917;-0.39801502;-1.4470961;3
533159673927752;1702815869827;-0.5714917;-0.39801502;-1.4470961;3
533159681923266;1702815869835;-0.5714917;-0.39801502;-1.4470961;3
533159689918781;1702815869843;-0.5714917;-0.39801502;-1.4470961;3
533159697914296;1702815869851;-0.5714917;-0.39801502;-1.4470961;3
533159705909811;1702815869859;-0.5714917;-0.39801502;-1.4470961;3
533159713874807;1702815869867;-0.5714917;-0.39801502;-1.4470961;3
533159721870322;1702815869875;-0.5714917;-0.39801502;-1.4470961;3
533159729865837;1702815869883;-0.5714917;-0.39801502;-1.4470961;3
533159737861352;1702815869891;-0.5714917;-0.39801502;-1.4470961;3
533159745856866;1702815869899;-0.5714917;-0.39801502;-1.4470961;3
533159753852381;1702815869907;-0.5714917;-0.39801502;-1.4470961;3
533159761847895;1702815869915;-0.5714917;-0.39801502;-1.4470961;3
533159769843411;1702815869923;-0.5714917;-0.39801502;-1.4470961;3
533159777838925;1702815869931;-0.5714917;-0.39801502;-1.4470961;3
533159785834440;1702815869939;-0.5714917;-0.39801502;-1.4470961;3
533159793829954;1702815869947;-0.5714917;-0.39801502;-1.4470961;3
533159801825469;1702815869955;-0.5714917;-0.39801502;-1.4470961;3
533159809820983;1702815869963;-0.5714917;-0.39801502;-1.4470961;3
533159817816499;1702815869971;-0.5714917;-0.39801502;-1.4470961;3
533159825812013;1702815869979;-0.5714917;-0.39801502;-1.4470961;3
533159833807527;1702815869987;-0.5714917;-0.39801502;-1.4470961;3
533159841803042;1702815869996;-0.5714917;-0.39801502;-1.4470961;3
533159849798556;1702815870003;-0.5714917;-0.39801502;-1.4470961;3
533159857794072;1702815870011;-0.5714917;-0.39801502;-1.4470961;3
533159865789586;1702815870019;-0.5714917;-0.39801502;-1.4470961;3
533159873785101;1702815870027;-0.5714917;-0.39801502;-1.4470961;3
533159881780615;1702815870035;-0.5714917;-0.39801502;-1.4470961;3
533159889776130;1702815870043;-0.5714917;-0.39801502;-1.4470961;3
533159897771644;1702815870051;-0.5714917;-0.39801502;-1.4470961;3
533159905767160;1702815870059;-0.5714917;-0.39801502;-1.4470961;3
533159913762674;1702815870067;-0.5714917;-0.39801502;-1.4470961;3
533159921758189;1702815870076;-0.5714917;-0.39801502;-1.4470961;3
533159929753703;1702815870083;-0.5714917;-0.39801502;-1.4470961;3
533159937749218;1702815870091;-0.5714917;-0.39801502;-1.4470961;3
533159945744733;1702815870099;-0.5714917;-0.39801502;-1.4470961;3
533159953740247;1702815870107;-0.5714917;-0.39801502;-1.4470961;3
533159961735762;1702815870115;-0.5714917;-0.39801502;-1.4470961;3
533159969731276;1702815870123;-0.5714917;-0.39801502;-1.4470961;3
533159977726791;1702815870131;-0.5714917;-0.39801502;-1.4470961;3
533159985722305;1702815870139;-0.5714917;-0.39801502;-1.4470961;3
533159993717821;1702815870147;-0.5714917;-0.39801502;-1.4470961;3
533160001713335;1702815870155;-0.5714917;-0.39801502;-1.4470961;3
533160009708850;1702815870165;-0.5714917;-0.39801502;-1.4470961;3
533160017704364;1702815870174;-0.5714917;-0.39801502;-1.4470961;3
533160025699879;1702815870181;-0.5714917;-0.39801502;-1.4470961;3
533160033695394;1702815870188;-0.5714917;-0.39801502;-1.4470961;3
533160041690909;1702815870198;-0.5714917;-0.39801502;-1.4470961;3
