t_Android;t_unix;x;y;z;a
193199050325171;1702475916167;-0.2777274;1.532289;11.453861;3
193199052278272;1702475916223;-0.2777274;1.532289;11.453861;3
193199054292408;1702475916223;-0.2777274;1.532289;11.453861;3
193199056276025;1702475916223;-0.2777274;1.532289;11.453861;3
193199058290160;1702475916223;-0.2777274;1.532289;11.453861;3
193199060273778;1702475916223;-0.2777274;1.532289;11.453861;3
193199062287913;1702475916223;-0.2777274;1.532289;11.453861;3
193199064302048;1702475916223;-0.2777274;1.532289;11.453861;3
193199066285666;1702475916223;-0.2777274;1.532289;11.453861;3
193199068299801;1702475916223;-0.2777274;1.532289;11.453861;3
193199070283419;1702475916223;-0.2777274;1.532289;11.453861;3
193199072297555;1702475916223;-0.2777274;1.532289;11.453861;3
193199074281172;1702475916223;-0.2777274;1.532289;11.453861;3
193199076295307;1702475916223;-0.2777274;1.532289;11.453861;3
193199078278925;1702475916223;-0.2777274;1.532289;11.453861;3
193199080293060;1702475916223;-0.2777274;1.532289;11.453861;3
193199082276678;1702475916223;-0.2777274;1.532289;11.453861;3
193199084290813;1702475916223;-0.2777274;1.532289;11.453861;3
193199086274431;1702475916223;-0.2777274;1.532289;11.453861;3
193199088288566;1702475916223;-0.2777274;1.532289;11.453861;3
193199090272184;1702475916223;-0.2777274;1.532289;11.453861;3
193199092286319;1702475916223;-0.2777274;1.532289;11.453861;3
193199094269937;1702475916223;-0.2777274;1.532289;11.453861;3
193199096284072;1702475916223;-0.2777274;1.532289;11.453861;3
193199098267690;1702475916223;-0.2777274;1.532289;11.453861;3
193199100190273;1702475916223;-0.2777274;1.532289;11.453861;3
193199102204408;1702475916223;-0.2777274;1.532289;11.453861;3
193199104188026;1702475916223;-0.2777274;1.532289;11.453861;3
193199106202161;1702475916223;-0.2777274;1.532289;11.453861;3
193199108185779;1702475916249;-0.2777274;1.532289;11.453861;3
193199110199915;1702475916249;-0.2777274;1.532289;11.453861;3
193199112183532;1702475916249;-0.2777274;1.532289;11.453861;3
193199114197667;1702475916249;-0.2777274;1.532289;11.453861;3
193199116181285;1702475916249;-0.2777274;1.532289;11.453861;3
193199118195420;1702475916249;-0.2777274;1.532289;11.453861;3
193199120179038;1702475916249;-0.2777274;1.532289;11.453861;3
193199122193173;1702475916249;-0.2777274;1.532289;11.453861;3
193199124176791;1702475916249;-0.2777274;1.532289;11.453861;3
193199126190926;1702475916249;-0.2777274;1.532289;11.453861;3
193199128174544;1702475916249;-0.2777274;1.532289;11.453861;3
193199130188679;1702475916249;-0.2777274;1.532289;11.453861;3
193199132172297;1702475916249;-0.2777274;1.532289;11.453861;3
193199134186432;1702475916251;-0.2777274;1.532289;11.453861;3
193199136170050;1702475916256;-0.2777274;1.532289;11.453861;3
193199138184185;1702475916256;-0.2777274;1.532289;11.453861;3
193199140167802;1702475916258;-0.2777274;1.532289;11.453861;3
193199142181938;1702475916259;-0.2777274;1.532289;11.453861;3
193199144165556;1702475916261;-0.2777274;1.532289;11.453861;3
193199146179690;1702475916263;-0.2777274;1.532289;11.453861;3
193199148163309;1702475916265;-0.2777274;1.532289;11.453861;3
193199150177444;1702475916267;-0.2777274;1.532289;11.453861;3
193199152161062;1702475916270;-0.2777274;1.532289;11.453861;3
193199154175197;1702475916272;-0.2777274;1.532289;11.453861;3
193199156158814;1702475916275;-0.2777274;1.532289;11.453861;3
193199158172949;1702475916276;-0.2777274;1.532289;11.453861;3
193199160156567;1702475916277;-0.2777274;1.532289;11.453861;3
193199162170702;1702475916279;-0.2777274;1.532289;11.453861;3
193199164154321;1702475916281;-0.2777274;1.532289;11.453861;3
193199166168456;1702475916283;-0.2777274;1.532289;11.453861;3
193199168152074;1702475916286;-0.2777274;1.532289;11.453861;3
193199170166209;1702475916288;-0.2777274;1.532289;11.453861;3
193199172149826;1702475916289;-0.2777274;1.532289;11.453861;3
193199174163961;1702475916291;-0.2777274;1.532289;11.453861;3
193199176147579;1702475916293;-0.2777274;1.532289;11.453861;3
193199178161714;1702475916295;-0.2777274;1.532289;11.453861;3
193199180145333;1702475916297;-0.2777274;1.532289;11.453861;3
193199182159467;1702475916299;-0.2777274;1.532289;11.453861;3
193199184143085;1702475916302;-0.2777274;1.532289;11.453861;3
193199186157221;1702475916304;-0.2777274;1.532289;11.453861;3
193199188140838;1702475916305;-0.2777274;1.532289;11.453861;3
193199190154973;1702475916307;-0.2777274;1.532289;11.453861;3
193199192138591;1702475916309;-0.2777274;1.532289;11.453861;3
193199194152726;1702475916311;-0.2777274;1.532289;11.453861;3
193199196136344;1702475916313;-0.2777274;1.532289;11.453861;3
193199198150479;1702475916315;-0.2777274;1.532289;11.453861;3
193199200134097;1702475916317;-0.2777274;1.532289;11.453861;3
193199202148232;1702475916319;-0.2777274;1.532289;11.453861;3
193199204131850;1702475916321;-0.2777274;1.532289;11.453861;3
193199206145985;1702475916323;-0.2777274;1.532289;11.453861;3
193199208129603;1702475916325;-0.2777274;1.532289;11.453861;3
193199210143738;1702475916327;-0.2777274;1.532289;11.453861;3
193199212127356;1702475916329;-0.2777274;1.532289;11.453861;3
193199214141491;1702475916331;-0.2777274;1.532289;11.453861;3
193199216125108;1702475916333;-0.2777274;1.532289;11.453861;3
193199218139243;1702475916335;-0.2777274;1.532289;11.453861;3
193199220122862;1702475916349;-0.2777274;1.532289;11.453861;3
193199222136997;1702475916349;-0.2777274;1.532289;11.453861;3
193199224120615;1702475916349;-0.2777274;1.532289;11.453861;3
193199226134750;1702475916349;-0.2777274;1.532289;11.453861;3
193199228118368;1702475916349;-0.2777274;1.532289;11.453861;3
193199230132503;1702475916349;-0.2777274;1.532289;11.453861;3
193199232116120;1702475916349;-0.2777274;1.532289;11.453861;3
193199234130255;1702475916352;-0.2777274;1.532289;11.453861;3
193199236113874;1702475916354;-0.2777274;1.532289;11.453861;3
193199238128008;1702475916355;-0.2777274;1.532289;11.453861;3
193199240111627;1702475916357;-0.2777274;1.532289;11.453861;3
193199242125762;1702475916359;-0.2777274;1.532289;11.453861;3
193199244109379;1702475916361;-0.2777274;1.532289;11.453861;3
193199246123515;1702475916363;-0.2777274;1.532289;11.453861;3
193199248107132;1702475916365;-0.2777274;1.532289;11.453861;3
193199250121267;1702475916367;-0.2777274;1.532289;11.453861;3
193199252104885;1702475916369;-0.2777274;1.532289;11.453861;3
193199254119020;1702475916371;-0.2777274;1.532289;11.453861;3
193199256102639;1702475916373;-0.2777274;1.532289;11.453861;3
193199258116773;1702475916375;-0.2777274;1.532289;11.453861;3
193199260100391;1702475916377;-0.2777274;1.532289;11.453861;3
193199262114527;1702475916379;-0.2777274;1.532289;11.453861;3
193199264098144;1702475916381;-0.2777274;1.532289;11.453861;3
193199266112279;1702475916383;-0.2777274;1.532289;11.453861;3
193199268095897;1702475916385;-0.2777274;1.532289;11.453861;3
193199270110032;1702475916387;-0.2777274;1.532289;11.453861;3
193199272093650;1702475916389;-0.2777274;1.532289;11.453861;3
193199274107785;1702475916391;-0.2777274;1.532289;11.453861;3
193199276091403;1702475916393;-0.2777274;1.532289;11.453861;3
193199278105538;1702475916395;-0.2777274;1.532289;11.453861;3
193199280089156;1702475916397;-0.2777274;1.532289;11.453861;3
193199282103291;1702475916399;-0.2777274;1.532289;11.453861;3
193199284086909;1702475916402;-0.2777274;1.532289;11.453861;3
193199286101044;1702475916403;-0.2777274;1.532289;11.453861;3
193199288084662;1702475916405;-0.2777274;1.532289;11.453861;3
193199290098797;1702475916407;-0.2777274;1.532289;11.453861;3
193199292082415;1702475916409;-0.2777274;1.532289;11.453861;3
193199294096549;1702475916411;-0.2777274;1.532289;11.453861;3
193199296080168;1702475916413;-0.2777274;1.532289;11.453861;3
193199298094303;1702475916415;-0.2777274;1.532289;11.453861;3
193199300077921;1702475916417;-0.2777274;1.532289;11.453861;3
193199302092056;1702475916419;-0.2777274;1.532289;11.453861;3
193199304075673;1702475916421;-0.2777274;1.532289;11.453861;3
193199306089809;1702475916423;-0.2777274;1.532289;11.453861;3
193199308073426;1702475916425;-0.2777274;1.532289;11.453861;3
193199310087561;1702475916427;-0.2777274;1.532289;11.453861;3
193199312071180;1702475916429;-0.2777274;1.532289;11.453861;3
193199314085314;1702475916431;-0.2777274;1.532289;11.453861;3
193199316068933;1702475916433;-0.2777274;1.532289;11.453861;3
193199318083068;1702475916436;-0.2777274;1.532289;11.453861;3
193199320066685;1702475916437;-0.2777274;1.532289;11.453861;3
193199322080821;1702475916439;-0.2777274;1.532289;11.453861;3
193199324064438;1702475916441;-0.2777274;1.532289;11.453861;3
193199326078573;1702475916443;-0.2777274;1.532289;11.453861;3
193199328062191;1702475916445;-0.2777274;1.532289;11.453861;3
193199330076326;1702475916447;-0.2777274;1.532289;11.453861;3
193199332059945;1702475916449;-0.2777274;1.532289;11.453861;3
193199334074080;1702475916452;-0.2777274;1.532289;11.453861;3
193199336057697;1702475916453;-0.2777274;1.532289;11.453861;3
193199338071833;1702475916455;-0.2777274;1.532289;11.453861;3
193199340055450;1702475916457;-0.2777274;1.532289;11.453861;3
193199342069585;1702475916459;-0.2777274;1.532289;11.453861;3
193199344053203;1702475916461;-0.2777274;1.532289;11.453861;3
193199346067338;1702475916463;-0.2777274;1.532289;11.453861;3
193199348050956;1702475916465;-0.2777274;1.532289;11.453861;3
193199350065091;1702475916467;-0.2777274;1.532289;11.453861;3
193199352048709;1702475916469;-0.2777274;1.532289;11.453861;3
193199354062844;1702475916471;-0.2777274;1.532289;11.453861;3
193199356046462;1702475916473;-0.2777274;1.532289;11.453861;3
193199358060597;1702475916475;-0.2777274;1.532289;11.453861;3
193199360044215;1702475916477;-0.2777274;1.532289;11.453861;3
193199362058350;1702475916479;-0.2777274;1.532289;11.453861;3
193199364041967;1702475916481;-0.2777274;1.532289;11.453861;3
193199366056103;1702475916483;-0.2777274;1.532289;11.453861;3
193199368039721;1702475916486;-0.2777274;1.532289;11.453861;3
193199370053855;1702475916487;-0.2777274;1.532289;11.453861;3
193199372037474;1702475916489;-0.2777274;1.532289;11.453861;3
193199374051609;1702475916491;-0.2777274;1.532289;11.453861;3
193199376035227;1702475916493;-0.2777274;1.532289;11.453861;3
193199378049362;1702475916495;-0.2777274;1.532289;11.453861;3
193199380032979;1702475916497;-0.2777274;1.532289;11.453861;3
193199382047115;1702475916499;-0.2777274;1.532289;11.453861;3
193199384030732;1702475916502;-0.2777274;1.532289;11.453861;3
193199386044867;1702475916504;-0.2777274;1.532289;11.453861;3
193199388028486;1702475916506;-0.2777274;1.532289;11.453861;3
193199390042621;1702475916507;-0.2777274;1.532289;11.453861;3
193199392026239;1702475916509;-0.2777274;1.532289;11.453861;3
193199394040374;1702475916511;-0.2777274;1.532289;11.453861;3
193199396023991;1702475916513;-0.2777274;1.532289;11.453861;3
193199398007609;1702475916515;-0.2777274;1.532289;11.453861;3
193199400021744;1702475916517;-0.2777274;1.532289;11.453861;3
193199402005363;1702475916519;-0.2777274;1.532289;11.453861;3
193199404019497;1702475916521;-0.2777274;1.532289;11.453861;3
193199406003115;1702475916523;-0.2777274;1.532289;11.453861;3
193199408017251;1702475916525;-0.2777274;1.532289;11.453861;3
193199410000868;1702475916527;-0.2777274;1.532289;11.453861;3
193199412015003;1702475916529;-0.2777274;1.532289;11.453861;3
193199413998621;1702475916531;-0.2777274;1.532289;11.453861;3
193199416012756;1702475916533;-0.2777274;1.532289;11.453861;3
193199418026891;1702475916536;-0.2777274;1.532289;11.453861;3
193199420010509;1702475916537;-0.2777274;1.532289;11.453861;3
193199422024644;1702475916539;-0.2777274;1.532289;11.453861;3
193199424008263;1702475916541;-0.2777274;1.532289;11.453861;3
193199426022397;1702475916543;-0.2777274;1.532289;11.453861;3
193199428006015;1702475916545;-0.2777274;1.532289;11.453861;3
193199430020150;1702475916547;-0.2777274;1.532289;11.453861;3
193199432003768;1702475916549;-0.2777274;1.532289;11.453861;3
193199434017903;1702475916552;-0.2777274;1.532289;11.453861;3
193199436001521;1702475916553;-0.2777274;1.532289;11.453861;3
193199438015656;1702475916555;-0.2777274;1.532289;11.453861;3
